Date,High,Low,Open,Close,Volume,Adj_Close
2017-06-01,11.28999996,10.81000042,11.25,10.93000031,48002000,10.93000031
2017-06-02,10.96000004,10.56999969,10.93000031,10.89999962,43056200,10.89999962
2017-06-05,11.34000015,10.80000019,10.84000015,11.23999977,66207300,11.23999977
2017-06-06,12.23999977,11.23999977,11.27000046,12.02999973,114998600,12.02999973
2017-06-07,12.96000004,12.22999954,12.42000008,12.38000011,151005900,12.38000011
2017-06-08,12.90999985,12.39999962,12.81000042,12.89999962,89515100,12.89999962
2017-06-09,13.39999962,11.63000011,13.10000038,12.27999973,167454400,12.27999973
2017-06-12,12.35000038,11.27000046,11.75,12.09000015,125781800,12.09000015
2017-06-13,12.47999954,11.67000008,12.32999992,11.96000004,87302300,11.96000004
2017-06-14,12.05000019,11.64999962,11.90999985,11.77000046,51909400,11.77000046
2017-06-15,11.57999992,11.21000004,11.34000015,11.5,61666000,11.5
2017-06-16,11.82999992,11.27999973,11.65999985,11.43999958,59779500,11.43999958
2017-06-19,12.11999989,11.61999989,11.63000011,11.93000031,61803600,11.93000031
2017-06-20,12.93000031,12.18000031,12.18999958,12.64000034,118001500,12.64000034
2017-06-21,14.01000023,13.13000011,13.35999966,13.97999954,188796100,13.97999954
2017-06-22,14.5,13.56000042,14.10000038,14.38000011,149594200,14.38000011
2017-06-23,14.67000008,13.89999962,14.14999962,14.17000008,200777300,14.17000008
2017-06-26,14.48999977,13.84000015,14.39000034,14.07999992,101012500,14.07999992
2017-06-27,14.03999996,13.36999989,13.76000023,13.39999962,89319700,13.39999962
2017-06-28,13.69999981,13.09000015,13.64999962,13.22999954,85266900,13.22999954
2017-06-29,13.14999962,12.44999981,13.06000042,12.60000038,87634400,12.60000038
2017-06-30,12.82999992,12.35999966,12.56999969,12.47999954,59267400,12.47999954
2017-07-03,12.72999954,12.13000011,12.56999969,12.14999962,39929100,12.14999962
2017-07-05,13.21000004,12.31999969,12.35999966,13.18999958,99450200,13.18999958
2017-07-06,13.31999969,12.67000008,12.93999958,13.02000046,88927800,13.02000046
2017-07-07,13.75,13.18000031,13.27000046,13.35999966,88392100,13.35999966
2017-07-10,13.88000011,13.27000046,13.60999966,13.81000042,78320200,13.81000042
2017-07-11,14.10000038,13.61999989,13.77000046,13.89000034,71102300,13.89000034
2017-07-12,14.39000034,13.96000004,14.17000008,14.28999996,78508400,14.28999996
2017-07-13,14.48999977,13.43000031,14.32999992,13.52999973,111656900,13.52999973
2017-07-14,13.93000031,13.31999969,13.46000004,13.92000008,82084600,13.92000008
2017-07-17,14.11999989,13.51000023,14.02999973,13.80000019,71690800,13.80000019
2017-07-18,13.52999973,13.14999962,13.28999996,13.47999954,78366500,13.47999954
2017-07-19,13.73999977,13.40999985,13.61999989,13.55000019,51957800,13.55000019
2017-07-20,13.89000034,13.44999981,13.60999966,13.80000019,47707500,13.80000019
2017-07-21,14.05000019,13.61999989,13.69999981,13.88000011,51045700,13.88000011
2017-07-24,14.43999958,13.97000027,14,14.15999985,71014900,14.15999985
2017-07-25,14.31999969,13.86999989,14.28999996,14.10999966,98047400,14.10999966
2017-07-26,15.64999962,14.39999962,15.13000011,14.76000023,236083000,14.76000023
2017-07-27,15.03999996,13.69999981,14.98999977,14.11999989,130303700,14.11999989
2017-07-28,14.10000038,13.68000031,13.85000038,13.94999981,66763800,13.94999981
2017-07-31,14.22000027,13.47000027,14.09000015,13.60999966,69108700,13.60999966
2017-08-01,13.85999966,13.44999981,13.72000027,13.71000004,49149900,13.71000004
2017-08-02,13.93000031,13.11999989,13.81000042,13.36999989,67502200,13.36999989
2017-08-03,13.52000046,13.07999992,13.42000008,13.23999977,52557400,13.23999977
2017-08-04,13.35999966,13.02000046,13.19999981,13.11999989,64254000,13.11999989
2017-08-07,13.56999969,13.27000046,13.32999992,13.43000031,57486800,13.43000031
2017-08-08,13.55000019,13.07999992,13.47999954,13.10999966,47338000,13.10999966
2017-08-09,12.89000034,12.53999996,12.76000023,12.82999992,58861500,12.82999992
2017-08-10,12.92000008,12.10999966,12.69999981,12.11999989,83113400,12.11999989
2017-08-11,12.39000034,11.88000011,12.03999996,12.22999954,63558800,12.22999954
2017-08-14,12.85000038,12.57999992,12.57999992,12.76000023,64426100,12.76000023
2017-08-15,13.14000034,12.75,13.01000023,13.02000046,57990300,13.02000046
2017-08-16,13.18999958,12.52000046,13.17000008,12.63000011,64639400,12.63000011
2017-08-17,12.64999962,12.31999969,12.46000004,12.34000015,47371000,12.34000015
2017-08-18,12.56000042,12.25,12.43000031,12.36999989,37521700,12.36999989
2017-08-21,12.42000008,11.85999966,12.42000008,12.05000019,58888500,12.05000019
2017-08-22,12.32999992,12.10000038,12.19999981,12.17000008,39033200,12.17000008
2017-08-23,12.53999996,11.94999981,12,12.47999954,44345400,12.47999954
2017-08-24,12.71000004,12.39000034,12.68999958,12.5,37269700,12.5
2017-08-25,12.56999969,12.25,12.51000023,12.43000031,29732000,12.43000031
2017-08-28,12.55000019,12.15999985,12.52999973,12.22999954,35969600,12.22999954
2017-08-29,12.18000031,11.93000031,12,12.14999962,33618100,12.14999962
2017-08-30,12.68000031,12.15999985,12.18999958,12.67000008,43933000,12.67000008
2017-08-31,13.15999985,12.78999996,12.81999969,13,51822100,13
2017-09-01,13.48999977,13.03999996,13.11999989,13.18999958,53158600,13.18999958
2017-09-05,13.18000031,12.64999962,12.88000011,12.92000008,51445500,12.92000008
2017-09-06,13.07999992,12.75,13.02000046,12.85999966,34182400,12.85999966
2017-09-07,12.93999958,12.60000038,12.84000015,12.63000011,35816900,12.63000011
2017-09-08,12.60999966,12.03999996,12.56999969,12.25,60886200,12.25
2017-09-11,12.73999977,12.39999962,12.46000004,12.55000019,43346100,12.55000019
2017-09-12,12.68000031,12.21000004,12.65999985,12.30000019,54413100,12.30000019
2017-09-13,12.35999966,12.11999989,12.22000027,12.22000027,37210700,12.22000027
2017-09-14,12.46000004,12.10999966,12.14999962,12.26000023,37220200,12.26000023
2017-09-15,12.65999985,12.31000042,12.32999992,12.52000046,50337400,12.52000046
2017-09-18,13.30000019,12.73999977,12.77000046,13.07999992,83517400,13.07999992
2017-09-19,13.28999996,12.88000011,13.25,13.11999989,65455200,13.11999989
2017-09-20,13.80000019,12.80000019,13.06999969,13.73999977,102682400,13.73999977
2017-09-21,14.23999977,13.31999969,14,13.40999985,166821900,13.40999985
2017-09-22,13.39999962,13.11999989,13.19999981,13.30000019,50547000,13.30000019
2017-09-25,13.27999973,12.48999977,13.25,12.60999966,84172200,12.60999966
2017-09-26,12.93000031,12.43000031,12.85000038,12.44999981,68302000,12.44999981
2017-09-27,12.86999989,12.5,12.64999962,12.73999977,59947200,12.73999977
2017-09-28,12.84000015,12.55000019,12.76000023,12.73999977,35812300,12.73999977
2017-09-29,12.81999969,12.60000038,12.77000046,12.75,33926900,12.75
2017-10-02,12.85000038,12.61999989,12.80000019,12.71000004,34461100,12.71000004
2017-10-03,13.47999954,12.69999981,12.72999954,13.42000008,85174000,13.42000008
2017-10-04,13.5,13.14999962,13.31000042,13.31000042,42303200,13.31000042
2017-10-05,13.46000004,13.21000004,13.38000011,13.34000015,34758600,13.34000015
2017-10-06,13.39000034,13.18000031,13.22000027,13.22999954,28258700,13.22999954
2017-10-09,13.82999992,13.26000023,13.26000023,13.47000027,54032500,13.47000027
2017-10-10,13.78999996,13.43999958,13.72000027,13.69999981,43304000,13.69999981
2017-10-11,13.96000004,13.60999966,13.61999989,13.88000011,38746600,13.88000011
2017-10-12,14.36999989,13.81000042,13.85000038,14.19999981,69874100,14.19999981
2017-10-13,14.40999985,14.11999989,14.31999969,14.22000027,37515800,14.22000027
2017-10-16,14.35000038,14.11999989,14.25,14.26000023,34136800,14.26000023
2017-10-17,14.35000038,14.14000034,14.23999977,14.15999985,28995600,14.15999985
2017-10-18,14.27999973,13.76000023,14.19999981,14.06999969,39020300,14.06999969
2017-10-19,14.03999996,13.68999958,13.85000038,13.94999981,33795700,13.94999981
2017-10-20,14.09000015,13.80000019,14.02999973,13.81000042,32538900,13.81000042
2017-10-23,14.18999958,13.89999962,13.93999958,14.10000038,49838000,14.10000038
2017-10-24,14.35999966,14.14999962,14.19999981,14.25,84891600,14.25
2017-10-25,13.13000011,12.28999996,12.94999981,12.32999992,166762100,12.32999992
2017-10-26,12.46000004,12,12.44999981,12.01000023,87625400,12.01000023
2017-10-27,12.18999958,11.35000038,12.17000008,11.84000015,115650400,11.84000015
2017-10-30,11.42000008,10.64999962,11.26000023,10.89000034,137785100,10.89000034
2017-10-31,11.31000042,10.68999958,10.76000023,10.98999977,78600000,10.98999977
2017-11-01,11.28999996,10.72000027,11.25,10.80000019,66875500,10.80000019
2017-11-02,10.98999977,10.65999985,10.86999989,10.85000038,47942500,10.85000038
2017-11-03,11.13000011,10.81999969,10.94999981,11.11999989,44264300,11.11999989
2017-11-06,12.09000015,11.64000034,12.03999996,11.93000031,96349800,11.93000031
2017-11-07,12.27000046,11.92000008,11.93999958,12.05000019,67900200,12.05000019
2017-11-08,11.94999981,11.51000023,11.93999958,11.71000004,59065000,11.71000004
2017-11-09,11.35000038,11.02999973,11.25,11.11999989,76821200,11.11999989
2017-11-10,11.43000031,11.11999989,11.22000027,11.26000023,50209900,11.26000023
2017-11-13,11.19999981,10.92000008,11.18000031,11.09000015,54068300,11.09000015
2017-11-14,11.26000023,11,11.02999973,11.11999989,37245000,11.11999989
2017-11-15,11.13000011,10.77000046,11.01000023,11.06999969,33524700,11.06999969
2017-11-16,11.31999969,11.13000011,11.13000011,11.25,31800400,11.25
2017-11-17,11.75,11.27999973,11.30000019,11.38000011,56775600,11.38000011
2017-11-20,11.51000023,11.18999958,11.47000027,11.34000015,35960200,11.34000015
2017-11-21,11.48999977,11.23999977,11.42000008,11.39999962,31881700,11.39999962
2017-11-22,11.48999977,11.30000019,11.40999985,11.36999989,23816500,11.36999989
2017-11-24,11.42000008,11.30000019,11.38000011,11.38000011,11035800,11.38000011
2017-11-27,11.73999977,11.34000015,11.34000015,11.55000019,41798300,11.55000019
2017-11-28,11.53999996,11,11.44999981,11.17000008,65325700,11.17000008
2017-11-29,11.17000008,10.72999954,11.07999992,10.82999992,63333800,10.82999992
2017-11-30,11.02999973,10.76000023,10.86999989,10.89000034,43205000,10.89000034
2017-12-01,10.97000027,10.52999973,10.81000042,10.72999954,42128800,10.72999954
2017-12-04,10.85999966,9.819999695,10.85000038,10.02999973,97328300,10.02999973
2017-12-05,10.34000015,9.699999809,9.890000343,9.909999847,67304100,9.909999847
2017-12-06,10.05000019,9.710000038,9.899999619,10,38952200,10
2017-12-07,10.18999958,9.949999809,10.06999969,10.03999996,32665600,10.03999996
2017-12-08,10.19999981,9.920000076,10.14999962,9.93999958,34897000,9.93999958
2017-12-11,10.15999985,9.960000038,9.970000267,10.15999985,29956400,10.15999985
2017-12-12,10.14000034,9.880000114,10.13000011,9.899999619,36211000,9.899999619
2017-12-13,10.21000004,9.949999809,9.970000267,10.10999966,41494800,10.10999966
2017-12-14,10.17000008,9.960000038,10.10000038,10.13000011,29006800,10.13000011
2017-12-15,10.31999969,10.02000046,10.13000011,10.28999996,45462300,10.28999996
2017-12-18,11,10.51000023,10.60000038,10.97999954,63797700,10.97999954
2017-12-19,11.18999958,10.86999989,11,10.94999981,43852900,10.94999981
2017-12-20,11.18000031,10.80000019,11.10000038,10.97999954,31420300,10.97999954
2017-12-21,11.07999992,10.86999989,10.97999954,10.89000034,21884300,10.89000034
2017-12-22,10.77000046,10.19999981,10.75,10.53999996,50744500,10.53999996
2017-12-26,10.57999992,10.34000015,10.38000011,10.46000004,20437900,10.46000004
2017-12-27,10.73999977,10.39999962,10.44999981,10.52999973,22921800,10.52999973
2017-12-28,10.64000034,10.43000031,10.56999969,10.55000019,18609400,10.55000019
2017-12-29,10.57999992,10.27000046,10.56999969,10.27999973,26678900,10.27999973
2018-01-02,11.02000046,10.34000015,10.42000008,10.97999954,44146300,10.97999954
2018-01-03,12.14000034,11.35999966,11.60999966,11.55000019,154066700,11.55000019
2018-01-04,12.43000031,11.97000027,12.10000038,12.11999989,109503000,12.11999989
2018-01-05,12.22000027,11.65999985,12.18999958,11.88000011,63808900,11.88000011
2018-01-08,12.30000019,11.85000038,12.01000023,12.27999973,63346000,12.27999973
2018-01-09,12.02000046,11.71000004,12,11.81999969,62560900,11.81999969
2018-01-10,12.14999962,11.56000042,11.63000011,11.96000004,52561200,11.96000004
2018-01-11,12.18999958,11.89999962,12.06999969,12.14000034,38354900,12.14000034
2018-01-12,12.06999969,11.80000019,11.81999969,12.02000046,47149300,12.02000046
2018-01-16,12.19999981,11.80000019,12.05000019,11.90999985,42686600,11.90999985
2018-01-17,12.18999958,11.81999969,11.89999962,12.18000031,39020800,12.18000031
2018-01-18,12.68000031,12.14999962,12.18000031,12.47000027,62086200,12.47000027
2018-01-19,12.88000011,12.53999996,12.56000042,12.59000015,46800700,12.59000015
2018-01-22,12.73999977,12.36999989,12.60999966,12.64999962,34758600,12.64999962
2018-01-23,13,12.76000023,12.81999969,12.93999958,46417200,12.93999958
2018-01-24,13.05000019,12.60000038,13.02000046,12.71000004,41956400,12.71000004
2018-01-25,12.93999958,12.31999969,12.77999973,12.40999985,42966600,12.40999985
2018-01-26,12.94999981,12.61999989,12.69999981,12.94999981,44239000,12.94999981
2018-01-29,13.47000027,13.05000019,13.13000011,13.31999969,66645400,13.31999969
2018-01-30,13.27000046,12.68999958,13.11999989,12.86999989,91236400,12.86999989
2018-01-31,13.85000038,13.14999962,13.23999977,13.73999977,140977800,13.73999977
2018-02-01,13.84000015,13.21000004,13.61999989,13.25,67543300,13.25
2018-02-02,13.06000042,12.43000031,13.05000019,12.44999981,79432600,12.44999981
2018-02-05,12.18000031,10.93000031,12.05000019,11.56999969,116568900,11.56999969
2018-02-06,11.73999977,11,11.03999996,11.64999962,87123200,11.64999962
2018-02-07,11.89999962,11.52999973,11.69999981,11.60000038,55758400,11.60000038
2018-02-08,11.85000038,11.21000004,11.72000027,11.22000027,56471800,11.22000027
2018-02-09,11.56999969,10.63000011,11.53999996,11.31000042,85458200,11.31000042
2018-02-12,11.80000019,11.43000031,11.47000027,11.68000031,63160900,11.68000031
2018-02-13,11.81999969,11.52999973,11.60000038,11.77999973,33661400,11.77999973
2018-02-14,12.31000042,11.63000011,11.72000027,12.19999981,51756800,12.19999981
2018-02-15,12.63000011,12.06999969,12.39999962,12.18999958,59593800,12.18999958
2018-02-16,12.22999954,11.81999969,12.10999966,11.81999969,47332300,11.81999969
2018-02-20,12.18999958,11.71000004,11.72000027,12.02000046,47096500,12.02000046
2018-02-21,12.11999989,11.72000027,12.11999989,11.72000027,40195800,11.72000027
2018-02-22,12,11.63000011,11.81999969,11.84000015,37886300,11.84000015
2018-02-23,12.15999985,11.93999958,11.94999981,12.06999969,33317600,12.06999969
2018-02-26,12.43000031,12.05000019,12.14000034,12.42000008,42265200,12.42000008
2018-02-27,12.88000011,12.39000034,12.43000031,12.52999973,55975300,12.52999973
2018-02-28,12.72999954,12.10000038,12.65999985,12.10999966,43387500,12.10999966
2018-03-01,12.27000046,11.65999985,12.26000023,11.89999962,63207400,11.89999962
2018-03-02,11.93000031,11.43000031,11.67000008,11.81000042,58123500,11.81000042
2018-03-05,12.06000042,11.60999966,11.68999958,11.90999985,43734800,11.90999985
2018-03-06,12.05000019,11.71000004,12.01000023,11.76000023,46751200,11.76000023
2018-03-07,12.81999969,11.55000019,11.57999992,12.23999977,127603200,12.23999977
2018-03-08,12.59000015,11.73999977,12.39999962,11.97000027,76011200,11.97000027
2018-03-09,12.03999996,11.57999992,12.02999973,11.69999981,89674400,11.69999981
2018-03-12,11.81999969,11.47999954,11.76000023,11.52000046,83748700,11.52000046
2018-03-13,12.03999996,11.10000038,11.5,11.64000034,174302600,11.64000034
2018-03-14,11.72000027,11.26000023,11.69999981,11.35999966,80540800,11.35999966
2018-03-15,11.55000019,11.18999958,11.43000031,11.46000004,66373900,11.46000004
2018-03-16,11.55000019,11.31999969,11.48999977,11.47000027,37591000,11.47000027
2018-03-19,11.73999977,11.35000038,11.40999985,11.43000031,53308600,11.43000031
2018-03-20,11.52000046,11,11.40999985,11.10999966,65116900,11.10999966
2018-03-21,11.34000015,11.10999966,11.15999985,11.26000023,44691700,11.26000023
2018-03-22,11.26000023,10.85000038,11.10000038,10.90999985,59944200,10.90999985
2018-03-23,10.97000027,10.56999969,10.90999985,10.63000011,54844500,10.63000011
2018-03-26,10.80000019,10.18000031,10.71000004,10.43999958,75878500,10.43999958
